"Member","Fabric LATEST","Forge 1.12.2","Fabric 1.18.2","Forge 1.18.2"
"org.waveapi.api.content.items.block.MinecraftBlocks.WHITE_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.ORANGE_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.MAGENTA_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.LIGHT_BLUE_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.YELLOW_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.LIME_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.PINK_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.GRAY_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.LIGHT_GRAY_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.CYAN_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.PURPLE_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BLUE_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BROWN_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.GREEN_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.RED_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BLACK_GLAZED_TERRACOTTA -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.WHITE_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.ORANGE_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.MAGENTA_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.LIGHT_BLUE_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.YELLOW_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.LIME_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.PINK_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.GRAY_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.LIGHT_GRAY_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.CYAN_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.PURPLE_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BLUE_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BROWN_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.GREEN_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.RED_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BLACK_CONCRETE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.WHITE_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.ORANGE_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.MAGENTA_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.LIGHT_BLUE_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.YELLOW_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.LIME_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.PINK_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.GRAY_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.LIGHT_GRAY_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.CYAN_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.PURPLE_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BLUE_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BROWN_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.GREEN_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.RED_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BLACK_CONCRETE_POWDER -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.KELP -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.KELP_PLANT -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DRIED_KELP_BLOCK -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.TURTLE_EGG -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_TUBE_CORAL_BLOCK -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_BRAIN_CORAL_BLOCK -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_BUBBLE_CORAL_BLOCK -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_FIRE_CORAL_BLOCK -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_HORN_CORAL_BLOCK -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.TUBE_CORAL_BLOCK -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BRAIN_CORAL_BLOCK -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BUBBLE_CORAL_BLOCK -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.FIRE_CORAL_BLOCK -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.HORN_CORAL_BLOCK -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_TUBE_CORAL -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_BRAIN_CORAL -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_BUBBLE_CORAL -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_FIRE_CORAL -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_HORN_CORAL -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.TUBE_CORAL -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BRAIN_CORAL -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BUBBLE_CORAL -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.FIRE_CORAL -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.HORN_CORAL -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_TUBE_CORAL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_BRAIN_CORAL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_BUBBLE_CORAL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_FIRE_CORAL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_HORN_CORAL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.TUBE_CORAL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BRAIN_CORAL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BUBBLE_CORAL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.FIRE_CORAL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.HORN_CORAL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_TUBE_CORAL_WALL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_BRAIN_CORAL_WALL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_BUBBLE_CORAL_WALL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_FIRE_CORAL_WALL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DEAD_HORN_CORAL_WALL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.TUBE_CORAL_WALL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BRAIN_CORAL_WALL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BUBBLE_CORAL_WALL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.FIRE_CORAL_WALL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.HORN_CORAL_WALL_FAN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.SEA_PICKLE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BLUE_ICE -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.CONDUIT -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BAMBOO_SAPLING -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BAMBOO -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.POTTED_BAMBOO -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.VOID_AIR -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.CAVE_AIR -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.BUBBLE_COLUMN -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.POLISHED_GRANITE_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.SMOOTH_RED_SANDSTONE_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.MOSSY_STONE_BRICK_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.POLISHED_DIORITE_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.MOSSY_COBBLESTONE_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.END_STONE_BRICK_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.STONE_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.SMOOTH_SANDSTONE_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.SMOOTH_QUARTZ_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.GRANITE_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.ANDESITE_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.RED_NETHER_BRICK_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.POLISHED_ANDESITE_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DIORITE_STAIRS -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.POLISHED_GRANITE_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.SMOOTH_RED_SANDSTONE_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.MOSSY_STONE_BRICK_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.POLISHED_DIORITE_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.MOSSY_COBBLESTONE_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.END_STONE_BRICK_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.SMOOTH_SANDSTONE_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.SMOOTH_QUARTZ_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.GRANITE_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.ANDESITE_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.RED_NETHER_BRICK_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.POLISHED_ANDESITE_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
"org.waveapi.api.content.items.block.MinecraftBlocks.DIORITE_SLAB -> org.waveapi.api.content.items.block.WaveBlock","✅","❌","✅","❌"
